RMAID,OrderID,Step,Status,Reason
576,581,Product replacement or account refund processed,Complete,Order
577,581,Product replacement or account refund processed,Complete,Incorrect
578,581,Product replacement or account refund processed,Complete,Incorrect
579,581,Product replacement or account refund processed,Complete,Incorrect
580,581,Product replacement or account refund processed,Complete,Incorrect
581,581,Awaiting customer Documentation,Pending,Defective
582,590,Awaiting customer Documentation,Pending,Incorrect
583,590,Product replacement or account refund processed,Complete,Incorrect
584,590,Product replacement or account refund processed,Complete,Order
585,594,Product replacement or account refund processed,Complete,Incorrect
586,594,Product replacement or account refund processed,Complete,Order
587,595,Awaiting customer Documentation,Pending,Defective
588,594,Product replacement or account refund processed,Complete,Order
589,595,Product replacement or account refund processed,Complete,Defective
590,590,Awaiting customer Documentation,Pending,Order
591,594,Product replacement or account refund processed,Complete,Order
592,595,Product replacement or account refund processed,Complete,Order
593,594,Product replacement or account refund processed,Complete,Defective
594,595,Product replacement or account refund processed,Complete,Defective
595,604,Product replacement or account refund processed,Complete,Incorrect
596,605,Product replacement or account refund processed,Complete,Order
597,604,Received returned equipment,Initiated,Order
598,605,Product replacement or account refund processed,Complete,Rejected
599,608,Product replacement or account refund processed,Complete,Defective
600,608,Product replacement or account refund processed,Complete,Defective
601,608,Product replacement or account refund processed,Complete,Incorrect
602,604,Product replacement or account refund processed,Complete,Defective
603,605,Product replacement or account refund processed,Complete,Incorrect
604,608,Product replacement or account refund processed,Complete,Defective
605,605,Product replacement or account refund processed,Complete,Defective
606,608,Product replacement or account refund processed,Complete,Defective
607,608,Product replacement or account refund processed,Complete,Incorrect
608,609,Awaiting customer Documentation,Pending,Incorrect
609,618,Product replacement or account refund processed,Complete,Defective
610,618,Product replacement or account refund processed,Complete,Incorrect
611,620,Product replacement or account refund processed,Complete,Defective
612,621,Product replacement or account refund processed,Complete,Defective
613,621,Product replacement or account refund processed,Complete,Defective
614,621,Product replacement or account refund processed,Complete,Incorrect
615,624,Product replacement or account refund processed,Complete,Defective
616,624,Product replacement or account refund processed,Complete,Incorrect
617,624,Received returned equipment,Initiated,Order
618,624,Received returned equipment,Initiated,Order
619,624,Product replacement or account refund processed,Complete,Defective
620,624,Product replacement or account refund processed,Complete,Rejected
621,624,Product replacement or account refund processed,Complete,Defective
622,624,Received returned equipment,Initiated,Incorrect
623,624,Product replacement or account refund processed,Complete,Defective
624,624,Product replacement or account refund processed,Complete,Incorrect
625,631,Product replacement or account refund processed,Complete,Incorrect
626,634,Product replacement or account refund processed,Complete,Incorrect
627,635,Product replacement or account refund processed,Complete,Order
628,631,Received returned equipment,Initiated,Defective
629,634,Product replacement or account refund processed,Complete,Defective
630,639,Product replacement or account refund processed,Complete,Order
